id,station_id,time,PM25_Concentration,PM10_Concentration,NO2_Concentration,CO_Concentration,O3_Concentration,SO2_Concentration
2989909,wanshouxigong_aq,2018-05-08 03:00:00,29.0,90.0,30.0,0.4,95.0,3.0
2989910,aotizhongxin_aq,2018-05-08 03:00:00,37.0,50.0,24.0,0.2,99.0,4.0
2989911,nongzhanguan_aq,2018-05-08 03:00:00,28.0,30.0,27.0,0.4,90.0,4.0
2989912,wanliu_aq,2018-05-08 03:00:00,20.0,56.0,24.0,0.5,111.0,7.0
2989913,beibuxinqu_aq,2018-05-08 03:00:00,28.0,73.0,16.0,0.4,104.0,3.0
2989914,zhiwuyuan_aq,2018-05-08 03:00:00,,,,,,
2989915,fengtaihuayuan_aq,2018-05-08 03:00:00,14.0,70.0,16.0,0.3,116.0,2.0
2989916,yungang_aq,2018-05-08 03:00:00,17.0,57.0,15.0,0.4,128.0,2.0
2989917,gucheng_aq,2018-05-08 03:00:00,31.0,45.0,20.0,0.4,111.0,3.0
2989918,fangshan_aq,2018-05-08 03:00:00,34.0,73.0,15.0,0.3,135.0,3.0
2989919,daxing_aq,2018-05-08 03:00:00,31.0,82.0,20.0,0.5,103.0,4.0
2989920,yizhuang_aq,2018-05-08 03:00:00,15.0,53.0,23.0,,95.0,7.0
2989921,tongzhou_aq,2018-05-08 03:00:00,27.0,90.0,24.0,0.4,96.0,6.0
2989922,shunyi_aq,2018-05-08 03:00:00,30.0,85.0,39.0,0.6,98.0,9.0
2989923,pingchang_aq,2018-05-08 03:00:00,37.0,78.0,36.0,0.5,82.0,4.0
2989924,mentougou_aq,2018-05-08 03:00:00,19.0,89.0,24.0,0.4,122.0,4.0
2989925,pinggu_aq,2018-05-08 03:00:00,70.0,,20.0,0.9,119.0,20.0
2989926,huairou_aq,2018-05-08 03:00:00,36.0,49.0,23.0,0.4,98.0,3.0
2989927,miyun_aq,2018-05-08 03:00:00,25.0,47.0,26.0,0.3,112.0,4.0
2989928,yanqin_aq,2018-05-08 03:00:00,33.0,57.0,16.0,0.3,115.0,4.0
2989929,dingling_aq,2018-05-08 03:00:00,21.0,72.0,39.0,0.4,85.0,4.0
2989930,badaling_aq,2018-05-08 03:00:00,48.0,99.0,31.0,0.4,86.0,4.0
2989931,miyunshuiku_aq,2018-05-08 03:00:00,30.0,,14.0,0.4,118.0,5.0
2989932,donggaocun_aq,2018-05-08 03:00:00,27.0,58.0,21.0,1.0,103.0,23.0
2989933,yongledian_aq,2018-05-08 03:00:00,,67.0,31.0,0.8,107.0,15.0
2989934,yufa_aq,2018-05-08 03:00:00,22.0,48.0,15.0,0.4,105.0,6.0
2989935,liulihe_aq,2018-05-08 03:00:00,,61.0,11.0,0.3,109.0,2.0
2989936,qianmen_aq,2018-05-08 03:00:00,28.0,85.0,42.0,0.4,87.0,4.0
2989937,yongdingmennei_aq,2018-05-08 03:00:00,31.0,74.0,47.0,0.5,74.0,5.0
2989938,xizhimenbei_aq,2018-05-08 03:00:00,23.0,72.0,44.0,0.5,84.0,6.0
2989939,nansanhuan_aq,2018-05-08 03:00:00,24.0,86.0,68.0,0.6,68.0,4.0
2989940,dongsihuan_aq,2018-05-08 03:00:00,18.0,85.0,54.0,0.5,76.0,5.0
2989962,dongsi_aq,2018-05-08 04:00:00,28.0,51.0,20.0,0.3,114.0,2.0
2989963,tiantan_aq,2018-05-08 04:00:00,27.0,70.0,20.0,0.4,103.0,3.0
2989964,guanyuan_aq,2018-05-08 04:00:00,26.0,74.0,14.0,0.3,128.0,2.0
2989965,wanshouxigong_aq,2018-05-08 04:00:00,22.0,90.0,23.0,0.4,109.0,3.0
2989966,aotizhongxin_aq,2018-05-08 04:00:00,37.0,55.0,17.0,0.2,116.0,3.0
2989967,nongzhanguan_aq,2018-05-08 04:00:00,29.0,64.0,22.0,0.3,101.0,5.0
2989968,wanliu_aq,2018-05-08 04:00:00,21.0,61.0,19.0,0.5,129.0,7.0
2989969,beibuxinqu_aq,2018-05-08 04:00:00,19.0,90.0,13.0,0.4,116.0,3.0
2989970,zhiwuyuan_aq,2018-05-08 04:00:00,,,,,,
2989971,fengtaihuayuan_aq,2018-05-08 04:00:00,42.0,73.0,15.0,0.3,127.0,2.0
2989972,yungang_aq,2018-05-08 04:00:00,,57.0,12.0,0.4,141.0,2.0
2989973,gucheng_aq,2018-05-08 04:00:00,38.0,55.0,16.0,0.4,127.0,3.0
2989974,fangshan_aq,2018-05-08 04:00:00,36.0,110.0,16.0,0.3,146.0,3.0
2989975,daxing_aq,2018-05-08 04:00:00,25.0,81.0,17.0,0.5,114.0,4.0
2989976,yizhuang_aq,2018-05-08 04:00:00,22.0,60.0,25.0,,105.0,7.0
2989977,tongzhou_aq,2018-05-08 04:00:00,28.0,83.0,17.0,0.4,113.0,6.0
2989978,shunyi_aq,2018-05-08 04:00:00,21.0,97.0,33.0,0.5,115.0,8.0
2989979,pingchang_aq,2018-05-08 04:00:00,29.0,,14.0,0.3,122.0,3.0
2989980,mentougou_aq,2018-05-08 04:00:00,39.0,97.0,23.0,0.4,130.0,4.0
2989981,pinggu_aq,2018-05-08 04:00:00,,,25.0,0.8,108.0,13.0
2989982,huairou_aq,2018-05-08 04:00:00,21.0,80.0,39.0,0.5,90.0,3.0
2989983,miyun_aq,2018-05-08 04:00:00,,22.0,34.0,0.3,110.0,4.0
2989984,yanqin_aq,2018-05-08 04:00:00,29.0,67.0,20.0,0.4,117.0,4.0
2989985,dingling_aq,2018-05-08 04:00:00,15.0,67.0,20.0,,114.0,
2989986,badaling_aq,2018-05-08 04:00:00,47.0,113.0,32.0,0.4,95.0,3.0
2989987,miyunshuiku_aq,2018-05-08 04:00:00,22.0,25.0,9.0,0.3,141.0,4.0
2989988,donggaocun_aq,2018-05-08 04:00:00,26.0,58.0,21.0,0.8,116.0,18.0
2989989,yongledian_aq,2018-05-08 04:00:00,29.0,82.0,29.0,0.7,120.0,14.0
2989990,yufa_aq,2018-05-08 04:00:00,32.0,89.0,14.0,0.4,112.0,6.0
2989991,liulihe_aq,2018-05-08 04:00:00,,,,0.3,113.0,2.0
2989992,qianmen_aq,2018-05-08 04:00:00,19.0,79.0,32.0,0.4,104.0,4.0
2989993,yongdingmennei_aq,2018-05-08 04:00:00,14.0,78.0,32.0,0.4,95.0,5.0
2989994,xizhimenbei_aq,2018-05-08 04:00:00,26.0,73.0,28.0,0.4,110.0,5.0
2989995,nansanhuan_aq,2018-05-08 04:00:00,23.0,82.0,58.0,0.6,83.0,4.0
2989996,dongsihuan_aq,2018-05-08 04:00:00,18.0,75.0,41.0,0.5,96.0,5.0
2990018,dongsi_aq,2018-05-08 05:00:00,29.0,47.0,16.0,0.3,127.0,2.0
2990019,tiantan_aq,2018-05-08 05:00:00,9.0,56.0,14.0,0.4,115.0,2.0
2990020,guanyuan_aq,2018-05-08 05:00:00,34.0,78.0,13.0,0.3,141.0,2.0
2990021,wanshouxigong_aq,2018-05-08 05:00:00,44.0,84.0,18.0,0.4,122.0,2.0
2990022,aotizhongxin_aq,2018-05-08 05:00:00,29.0,55.0,12.0,0.2,134.0,3.0
2990023,nongzhanguan_aq,2018-05-08 05:00:00,28.0,80.0,22.0,0.3,111.0,5.0
2990024,wanliu_aq,2018-05-08 05:00:00,22.0,66.0,18.0,0.5,144.0,7.0
2990025,beibuxinqu_aq,2018-05-08 05:00:00,20.0,97.0,12.0,0.3,127.0,3.0
2990026,zhiwuyuan_aq,2018-05-08 05:00:00,,,,,,
2990027,fengtaihuayuan_aq,2018-05-08 05:00:00,36.0,72.0,12.0,0.3,140.0,2.0
2990028,yungang_aq,2018-05-08 05:00:00,,61.0,10.0,0.3,152.0,3.0
2990029,gucheng_aq,2018-05-08 05:00:00,32.0,57.0,15.0,0.4,134.0,3.0
2990030,fangshan_aq,2018-05-08 05:00:00,,65.0,13.0,0.3,157.0,2.0
2990031,daxing_aq,2018-05-08 05:00:00,23.0,73.0,11.0,0.4,128.0,3.0
2990032,yizhuang_aq,2018-05-08 05:00:00,29.0,63.0,21.0,0.4,122.0,6.0
2990033,tongzhou_aq,2018-05-08 05:00:00,30.0,84.0,13.0,0.4,131.0,5.0
2990034,shunyi_aq,2018-05-08 05:00:00,24.0,79.0,24.0,0.5,135.0,8.0
2990035,pingchang_aq,2018-05-08 05:00:00,33.0,72.0,11.0,0.3,143.0,2.0
2990036,mentougou_aq,2018-05-08 05:00:00,44.0,92.0,21.0,0.4,139.0,5.0
2990037,pinggu_aq,2018-05-08 05:00:00,,,19.0,0.6,91.0,
2990038,huairou_aq,2018-05-08 05:00:00,22.0,77.0,29.0,0.4,106.0,3.0
2990039,miyun_aq,2018-05-08 05:00:00,,,28.0,0.4,123.0,4.0
2990040,yanqin_aq,2018-05-08 05:00:00,34.0,82.0,22.0,0.4,126.0,4.0
2990041,dingling_aq,2018-05-08 05:00:00,14.0,73.0,,0.4,,2.0
2990042,badaling_aq,2018-05-08 05:00:00,45.0,107.0,28.0,0.3,115.0,3.0
2990043,miyunshuiku_aq,2018-05-08 05:00:00,24.0,85.0,16.0,0.4,140.0,4.0
2990044,donggaocun_aq,2018-05-08 05:00:00,35.0,72.0,17.0,0.7,132.0,14.0
2990045,yongledian_aq,2018-05-08 05:00:00,46.0,85.0,26.0,0.7,133.0,12.0
2990046,yufa_aq,2018-05-08 05:00:00,27.0,76.0,11.0,0.4,126.0,5.0
2990047,liulihe_aq,2018-05-08 05:00:00,,,7.0,0.3,118.0,
2990048,qianmen_aq,2018-05-08 05:00:00,23.0,83.0,25.0,0.3,121.0,4.0
2990049,yongdingmennei_aq,2018-05-08 05:00:00,21.0,80.0,26.0,0.3,107.0,5.0
2990050,xizhimenbei_aq,2018-05-08 05:00:00,18.0,93.0,29.0,0.4,119.0,6.0
2990051,nansanhuan_aq,2018-05-08 05:00:00,23.0,87.0,54.0,0.5,96.0,3.0
2990052,dongsihuan_aq,2018-05-08 05:00:00,23.0,,43.0,0.5,99.0,5.0
2990074,dongsi_aq,2018-05-08 06:00:00,31.0,58.0,14.0,0.3,142.0,2.0
2990075,tiantan_aq,2018-05-08 06:00:00,17.0,66.0,13.0,0.4,126.0,3.0
2990076,guanyuan_aq,2018-05-08 06:00:00,35.0,102.0,13.0,0.3,152.0,3.0
2990077,wanshouxigong_aq,2018-05-08 06:00:00,68.0,93.0,16.0,0.4,134.0,3.0
2990078,aotizhongxin_aq,2018-05-08 06:00:00,43.0,63.0,13.0,0.2,144.0,3.0
2990079,nongzhanguan_aq,2018-05-08 06:00:00,24.0,76.0,19.0,0.3,123.0,4.0
2990080,wanliu_aq,2018-05-08 06:00:00,14.0,67.0,21.0,0.5,150.0,7.0
2990081,beibuxinqu_aq,2018-05-08 06:00:00,22.0,107.0,11.0,0.3,133.0,4.0
2990082,zhiwuyuan_aq,2018-05-08 06:00:00,,,,,,
2990083,fengtaihuayuan_aq,2018-05-08 06:00:00,11.0,89.0,14.0,0.3,152.0,2.0
2990084,yungang_aq,2018-05-08 06:00:00,9.0,60.0,11.0,0.4,162.0,3.0
2990085,gucheng_aq,2018-05-08 06:00:00,29.0,59.0,14.0,0.4,145.0,4.0
2990086,fangshan_aq,2018-05-08 06:00:00,11.0,,13.0,0.3,167.0,2.0
2990087,daxing_aq,2018-05-08 06:00:00,21.0,85.0,12.0,0.5,143.0,4.0
2990088,yizhuang_aq,2018-05-08 06:00:00,78.0,,19.0,0.4,137.0,6.0
2990089,tongzhou_aq,2018-05-08 06:00:00,25.0,95.0,13.0,0.4,140.0,5.0
2990090,shunyi_aq,2018-05-08 06:00:00,30.0,86.0,25.0,0.5,145.0,8.0
2990091,pingchang_aq,2018-05-08 06:00:00,22.0,84.0,10.0,0.3,154.0,3.0
2990092,mentougou_aq,2018-05-08 06:00:00,27.0,94.0,21.0,0.4,148.0,5.0
2990093,pinggu_aq,2018-05-08 06:00:00,15.0,97.0,13.0,0.8,158.0,
2990094,huairou_aq,2018-05-08 06:00:00,30.0,89.0,21.0,0.4,124.0,2.0
2990095,miyun_aq,2018-05-08 06:00:00,,114.0,31.0,0.4,131.0,5.0
2990096,yanqin_aq,2018-05-08 06:00:00,37.0,92.0,16.0,0.3,150.0,3.0
2990097,dingling_aq,2018-05-08 06:00:00,21.0,,17.0,0.4,155.0,7.0
2990098,badaling_aq,2018-05-08 06:00:00,44.0,107.0,19.0,0.3,144.0,3.0
2990099,miyunshuiku_aq,2018-05-08 06:00:00,31.0,98.0,25.0,0.4,137.0,5.0
2990100,donggaocun_aq,2018-05-08 06:00:00,38.0,80.0,18.0,0.7,156.0,15.0
2990101,yongledian_aq,2018-05-08 06:00:00,37.0,76.0,23.0,0.6,,11.0
2990102,yufa_aq,2018-05-08 06:00:00,25.0,69.0,12.0,0.4,136.0,6.0
2990103,liulihe_aq,2018-05-08 06:00:00,,,8.0,0.3,154.0,
2990104,qianmen_aq,2018-05-08 06:00:00,21.0,82.0,31.0,0.4,127.0,3.0
2990105,yongdingmennei_aq,2018-05-08 06:00:00,24.0,84.0,29.0,0.4,118.0,3.0
2990106,xizhimenbei_aq,2018-05-08 06:00:00,33.0,96.0,43.0,0.4,118.0,6.0
2990107,nansanhuan_aq,2018-05-08 06:00:00,24.0,79.0,54.0,0.5,106.0,3.0
2990108,dongsihuan_aq,2018-05-08 06:00:00,17.0,,37.0,0.5,114.0,4.0
2990130,dongsi_aq,2018-05-08 07:00:00,35.0,67.0,16.0,0.3,152.0,2.0
2990131,tiantan_aq,2018-05-08 07:00:00,21.0,76.0,13.0,0.4,134.0,3.0
2990132,guanyuan_aq,2018-05-08 07:00:00,37.0,89.0,14.0,0.3,161.0,3.0
2990133,wanshouxigong_aq,2018-05-08 07:00:00,55.0,105.0,17.0,0.5,145.0,3.0
2990134,aotizhongxin_aq,2018-05-08 07:00:00,37.0,70.0,14.0,0.2,154.0,4.0
2990135,nongzhanguan_aq,2018-05-08 07:00:00,21.0,111.0,18.0,0.3,136.0,5.0
2990136,wanliu_aq,2018-05-08 07:00:00,37.0,78.0,,0.3,148.0,
2990137,beibuxinqu_aq,2018-05-08 07:00:00,24.0,101.0,13.0,0.4,140.0,4.0
2990138,zhiwuyuan_aq,2018-05-08 07:00:00,,,,,,
2990139,fengtaihuayuan_aq,2018-05-08 07:00:00,3.0,76.0,13.0,0.4,161.0,2.0
2990140,yungang_aq,2018-05-08 07:00:00,6.0,59.0,12.0,0.4,170.0,2.0
2990141,gucheng_aq,2018-05-08 07:00:00,31.0,63.0,15.0,0.4,150.0,3.0
2990142,fangshan_aq,2018-05-08 07:00:00,21.0,,13.0,0.3,171.0,2.0
2990143,daxing_aq,2018-05-08 07:00:00,24.0,94.0,15.0,0.5,154.0,5.0
2990144,yizhuang_aq,2018-05-08 07:00:00,58.0,67.0,18.0,0.4,149.0,6.0
2990145,tongzhou_aq,2018-05-08 07:00:00,28.0,95.0,,0.4,143.0,5.0
2990146,shunyi_aq,2018-05-08 07:00:00,27.0,88.0,23.0,0.5,160.0,8.0
2990147,pingchang_aq,2018-05-08 07:00:00,24.0,91.0,11.0,0.3,160.0,3.0
2990148,mentougou_aq,2018-05-08 07:00:00,28.0,83.0,22.0,0.4,155.0,4.0
2990149,pinggu_aq,2018-05-08 07:00:00,40.0,88.0,14.0,0.8,195.0,289.0
2990150,huairou_aq,2018-05-08 07:00:00,30.0,108.0,21.0,0.4,132.0,3.0
2990151,miyun_aq,2018-05-08 07:00:00,25.0,93.0,21.0,0.4,155.0,5.0
2990152,yanqin_aq,2018-05-08 07:00:00,46.0,100.0,15.0,0.3,166.0,3.0
2990153,dingling_aq,2018-05-08 07:00:00,23.0,,15.0,0.4,164.0,8.0
2990154,badaling_aq,2018-05-08 07:00:00,48.0,128.0,18.0,0.3,151.0,2.0
2990155,miyunshuiku_aq,2018-05-08 07:00:00,39.0,80.0,19.0,0.4,155.0,5.0
2990156,donggaocun_aq,2018-05-08 07:00:00,51.0,72.0,,0.7,188.0,14.0
2990157,yongledian_aq,2018-05-08 07:00:00,40.0,69.0,23.0,0.8,172.0,7.0
2990158,yufa_aq,2018-05-08 07:00:00,26.0,91.0,11.0,0.4,152.0,5.0
2990159,liulihe_aq,2018-05-08 07:00:00,28.0,,8.0,0.3,161.0,
2990160,qianmen_aq,2018-05-08 07:00:00,24.0,81.0,27.0,0.4,142.0,4.0
2990161,yongdingmennei_aq,2018-05-08 07:00:00,16.0,99.0,38.0,0.5,120.0,5.0
2990162,xizhimenbei_aq,2018-05-08 07:00:00,25.0,92.0,39.0,0.4,132.0,6.0
2990163,nansanhuan_aq,2018-05-08 07:00:00,27.0,75.0,64.0,0.6,107.0,4.0
2990164,dongsihuan_aq,2018-05-08 07:00:00,21.0,,41.0,0.5,121.0,5.0
2990186,dongsi_aq,2018-05-08 08:00:00,42.0,70.0,18.0,0.4,160.0,3.0
2990187,tiantan_aq,2018-05-08 08:00:00,25.0,88.0,13.0,0.5,141.0,5.0
2990188,guanyuan_aq,2018-05-08 08:00:00,42.0,102.0,15.0,0.4,170.0,4.0
2990189,wanshouxigong_aq,2018-05-08 08:00:00,49.0,107.0,19.0,0.5,153.0,4.0
2990190,aotizhongxin_aq,2018-05-08 08:00:00,45.0,64.0,15.0,0.3,166.0,4.0
2990191,nongzhanguan_aq,2018-05-08 08:00:00,17.0,107.0,19.0,0.4,145.0,5.0
2990192,wanliu_aq,2018-05-08 08:00:00,61.0,208.0,26.0,,,4.0
2990193,beibuxinqu_aq,2018-05-08 08:00:00,,,,,,
2990194,zhiwuyuan_aq,2018-05-08 08:00:00,,,,,,
2990195,fengtaihuayuan_aq,2018-05-08 08:00:00,,83.0,15.0,0.4,164.0,2.0
2990196,yungang_aq,2018-05-08 08:00:00,20.0,59.0,14.0,0.4,176.0,2.0
2990197,gucheng_aq,2018-05-08 08:00:00,38.0,64.0,15.0,0.4,155.0,3.0
2990198,fangshan_aq,2018-05-08 08:00:00,33.0,93.0,13.0,0.3,179.0,2.0
2990199,daxing_aq,2018-05-08 08:00:00,27.0,98.0,15.0,0.6,167.0,5.0
2990200,yizhuang_aq,2018-05-08 08:00:00,56.0,57.0,21.0,0.5,156.0,6.0
2990201,tongzhou_aq,2018-05-08 08:00:00,36.0,97.0,,0.4,110.0,5.0
2990202,shunyi_aq,2018-05-08 08:00:00,27.0,89.0,24.0,0.5,170.0,8.0
2990203,pingchang_aq,2018-05-08 08:00:00,26.0,93.0,12.0,0.3,166.0,3.0
2990204,mentougou_aq,2018-05-08 08:00:00,113.0,,25.0,0.4,160.0,5.0
2990205,pinggu_aq,2018-05-08 08:00:00,40.0,88.0,14.0,0.8,196.0,288.0
2990206,huairou_aq,2018-05-08 08:00:00,46.0,110.0,21.0,0.4,140.0,3.0
2990207,miyun_aq,2018-05-08 08:00:00,30.0,90.0,23.0,0.5,166.0,6.0
2990208,yanqin_aq,2018-05-08 08:00:00,39.0,114.0,15.0,0.3,169.0,3.0
2990209,dingling_aq,2018-05-08 08:00:00,,,15.0,0.4,168.0,8.0
2990210,badaling_aq,2018-05-08 08:00:00,52.0,149.0,19.0,0.3,152.0,3.0
2990211,miyunshuiku_aq,2018-05-08 08:00:00,39.0,92.0,16.0,0.4,174.0,6.0
2990212,donggaocun_aq,2018-05-08 08:00:00,38.0,70.0,,0.6,175.0,13.0
2990213,yongledian_aq,2018-05-08 08:00:00,53.0,114.0,27.0,0.8,196.0,11.0
2990214,yufa_aq,2018-05-08 08:00:00,29.0,69.0,10.0,0.4,163.0,5.0
2990215,liulihe_aq,2018-05-08 08:00:00,20.0,,9.0,0.3,167.0,
2990216,qianmen_aq,2018-05-08 08:00:00,24.0,88.0,30.0,0.4,150.0,5.0
2990217,yongdingmennei_aq,2018-05-08 08:00:00,17.0,111.0,36.0,0.6,134.0,6.0
2990218,xizhimenbei_aq,2018-05-08 08:00:00,25.0,97.0,41.0,0.5,138.0,6.0
2990219,nansanhuan_aq,2018-05-08 08:00:00,32.0,95.0,72.0,0.6,115.0,4.0
2990220,dongsihuan_aq,2018-05-08 08:00:00,24.0,87.0,36.0,0.5,136.0,5.0
2990952,dongsi_aq,2018-05-08 09:00:00,38.0,75.0,20.0,0.4,169.0,4.0
2990953,tiantan_aq,2018-05-08 09:00:00,31.0,74.0,14.0,0.5,148.0,5.0
2990954,guanyuan_aq,2018-05-08 09:00:00,38.0,96.0,18.0,0.4,173.0,4.0
2990955,wanshouxigong_aq,2018-05-08 09:00:00,50.0,100.0,19.0,0.5,163.0,4.0
2990956,aotizhongxin_aq,2018-05-08 09:00:00,44.0,73.0,17.0,0.3,175.0,5.0
2990957,nongzhanguan_aq,2018-05-08 09:00:00,29.0,119.0,20.0,0.4,155.0,5.0
2990958,wanliu_aq,2018-05-08 09:00:00,21.0,85.0,27.0,0.5,162.0,4.0
2990959,beibuxinqu_aq,2018-05-08 09:00:00,,,,,,
2990960,zhiwuyuan_aq,2018-05-08 09:00:00,,,,,,
2990961,fengtaihuayuan_aq,2018-05-08 09:00:00,,82.0,16.0,0.4,165.0,2.0
2990962,yungang_aq,2018-05-08 09:00:00,14.0,63.0,15.0,0.4,179.0,2.0
2990963,gucheng_aq,2018-05-08 09:00:00,32.0,66.0,17.0,0.4,159.0,3.0
2990964,fangshan_aq,2018-05-08 09:00:00,30.0,94.0,14.0,0.3,183.0,3.0
2990965,daxing_aq,2018-05-08 09:00:00,29.0,98.0,17.0,0.6,168.0,4.0
2990966,yizhuang_aq,2018-05-08 09:00:00,53.0,62.0,21.0,0.5,175.0,7.0
2990967,tongzhou_aq,2018-05-08 09:00:00,34.0,103.0,15.0,0.4,173.0,5.0
2990968,shunyi_aq,2018-05-08 09:00:00,36.0,98.0,23.0,0.5,180.0,8.0
2990969,pingchang_aq,2018-05-08 09:00:00,28.0,118.0,12.0,0.4,167.0,3.0
2990970,mentougou_aq,2018-05-08 09:00:00,148.0,,27.0,0.4,167.0,5.0
2990971,pinggu_aq,2018-05-08 09:00:00,38.0,78.0,14.0,0.7,189.0,
2990972,huairou_aq,2018-05-08 09:00:00,33.0,116.0,22.0,0.4,148.0,3.0
2990973,miyun_aq,2018-05-08 09:00:00,39.0,97.0,39.0,0.6,165.0,7.0
2990974,yanqin_aq,2018-05-08 09:00:00,33.0,115.0,16.0,0.4,171.0,3.0
2990975,dingling_aq,2018-05-08 09:00:00,,,16.0,0.4,170.0,8.0
2990976,badaling_aq,2018-05-08 09:00:00,66.0,162.0,19.0,0.3,157.0,3.0
2990977,miyunshuiku_aq,2018-05-08 09:00:00,39.0,94.0,15.0,0.5,183.0,6.0
2990978,donggaocun_aq,2018-05-08 09:00:00,34.0,66.0,14.0,0.6,174.0,12.0
2990979,yongledian_aq,2018-05-08 09:00:00,53.0,122.0,32.0,0.8,185.0,11.0
2990980,yufa_aq,2018-05-08 09:00:00,33.0,89.0,12.0,0.5,172.0,5.0
2990981,liulihe_aq,2018-05-08 09:00:00,29.0,107.0,12.0,,172.0,
2990982,qianmen_aq,2018-05-08 09:00:00,30.0,89.0,32.0,0.5,157.0,6.0
2990983,yongdingmennei_aq,2018-05-08 09:00:00,35.0,89.0,42.0,0.6,141.0,7.0
2990984,xizhimenbei_aq,2018-05-08 09:00:00,31.0,102.0,50.0,0.6,136.0,7.0
2990985,nansanhuan_aq,2018-05-08 09:00:00,33.0,95.0,73.0,0.7,124.0,4.0
2990986,dongsihuan_aq,2018-05-08 09:00:00,29.0,125.0,52.0,0.6,131.0,5.0
2991008,dongsi_aq,2018-05-08 10:00:00,39.0,88.0,20.0,0.4,170.0,3.0
2991009,tiantan_aq,2018-05-08 10:00:00,24.0,74.0,14.0,0.5,148.0,4.0
2991010,guanyuan_aq,2018-05-08 10:00:00,33.0,83.0,20.0,0.4,164.0,3.0
2991011,wanshouxigong_aq,2018-05-08 10:00:00,37.0,104.0,20.0,0.5,156.0,3.0
2991012,aotizhongxin_aq,2018-05-08 10:00:00,39.0,78.0,19.0,0.3,175.0,4.0
2991013,nongzhanguan_aq,2018-05-08 10:00:00,33.0,113.0,22.0,0.5,159.0,5.0
2991014,wanliu_aq,2018-05-08 10:00:00,26.0,102.0,26.0,0.5,162.0,4.0
2991015,beibuxinqu_aq,2018-05-08 10:00:00,22.0,,,0.4,148.0,4.0
2991016,zhiwuyuan_aq,2018-05-08 10:00:00,,,,,,
2991017,fengtaihuayuan_aq,2018-05-08 10:00:00,32.0,87.0,18.0,0.5,166.0,3.0
2991018,yungang_aq,2018-05-08 10:00:00,7.0,69.0,16.0,0.4,183.0,3.0
2991019,gucheng_aq,2018-05-08 10:00:00,34.0,72.0,20.0,0.5,158.0,3.0
2991020,fangshan_aq,2018-05-08 10:00:00,21.0,110.0,17.0,0.4,190.0,4.0
2991021,daxing_aq,2018-05-08 10:00:00,25.0,97.0,19.0,0.6,165.0,4.0
2991022,yizhuang_aq,2018-05-08 10:00:00,43.0,76.0,24.0,0.6,183.0,7.0
2991023,tongzhou_aq,2018-05-08 10:00:00,41.0,117.0,18.0,0.5,194.0,6.0
2991024,shunyi_aq,2018-05-08 10:00:00,32.0,106.0,26.0,0.6,183.0,8.0
2991025,pingchang_aq,2018-05-08 10:00:00,24.0,140.0,15.0,0.4,162.0,2.0
2991026,mentougou_aq,2018-05-08 10:00:00,30.0,98.0,29.0,0.4,170.0,6.0
2991027,pinggu_aq,2018-05-08 10:00:00,38.0,92.0,17.0,0.8,185.0,
2991028,huairou_aq,2018-05-08 10:00:00,28.0,118.0,22.0,0.5,152.0,3.0
2991029,miyun_aq,2018-05-08 10:00:00,37.0,101.0,44.0,0.7,165.0,8.0
2991030,yanqin_aq,2018-05-08 10:00:00,37.0,107.0,25.0,0.4,160.0,3.0
2991031,dingling_aq,2018-05-08 10:00:00,19.0,46.0,18.0,0.5,165.0,8.0
2991032,badaling_aq,2018-05-08 10:00:00,53.0,148.0,22.0,0.4,153.0,3.0
2991033,miyunshuiku_aq,2018-05-08 10:00:00,36.0,106.0,15.0,0.6,189.0,7.0
2991034,donggaocun_aq,2018-05-08 10:00:00,34.0,68.0,15.0,0.6,170.0,12.0
2991035,yongledian_aq,2018-05-08 10:00:00,45.0,129.0,46.0,0.9,134.0,12.0
2991036,yufa_aq,2018-05-08 10:00:00,26.0,93.0,13.0,0.5,164.0,5.0
2991037,liulihe_aq,2018-05-08 10:00:00,36.0,107.0,13.0,0.4,179.0,
2991038,qianmen_aq,2018-05-08 10:00:00,35.0,96.0,33.0,0.5,158.0,5.0
2991039,yongdingmennei_aq,2018-05-08 10:00:00,34.0,96.0,35.0,0.6,144.0,6.0
2991040,xizhimenbei_aq,2018-05-08 10:00:00,31.0,81.0,61.0,0.6,120.0,6.0
2991041,nansanhuan_aq,2018-05-08 10:00:00,34.0,103.0,79.0,0.7,114.0,4.0
2991042,dongsihuan_aq,2018-05-08 10:00:00,30.0,101.0,46.0,0.6,147.0,6.0
2991064,dongsi_aq,2018-05-08 11:00:00,40.0,78.0,23.0,0.4,162.0,3.0
2991065,tiantan_aq,2018-05-08 11:00:00,28.0,72.0,19.0,0.5,137.0,4.0
2991066,guanyuan_aq,2018-05-08 11:00:00,31.0,88.0,23.0,0.4,164.0,3.0
2991067,wanshouxigong_aq,2018-05-08 11:00:00,36.0,80.0,23.0,0.6,152.0,4.0
2991068,aotizhongxin_aq,2018-05-08 11:00:00,34.0,76.0,23.0,0.3,164.0,4.0
2991069,nongzhanguan_aq,2018-05-08 11:00:00,34.0,97.0,26.0,0.5,155.0,5.0
2991070,wanliu_aq,2018-05-08 11:00:00,31.0,85.0,33.0,0.6,156.0,4.0
2991071,beibuxinqu_aq,2018-05-08 11:00:00,23.0,,,0.4,145.0,4.0
2991072,zhiwuyuan_aq,2018-05-08 11:00:00,,,,,,
2991073,fengtaihuayuan_aq,2018-05-08 11:00:00,45.0,102.0,29.0,0.5,159.0,3.0
