stationid,time,weekday,PM25,PM10,O3,NO2,CO,SO2,temperature,pressure,humidity,winddirection,windspeed
donggaocun_aq,12,3,,,,,,,22.133333333333336,996.2592312499997,34.333333333333336,136.565,8.833333333333334
donggaocun_aq,13,3,,,,,,,20.733333333333334,996.8077005289376,36.16666666666666,119.53333333333336,9.143333333333333
donggaocun_aq,14,3,,,,,,,19.733333333333334,997.3658429193233,37.5,108.03833333333334,8.693333333333333
donggaocun_aq,15,3,,,,,,,18.6,997.656953125,38.66666666666666,97.70166666666668,8.181666666666667
donggaocun_aq,16,3,,,,,,,17.866666666666667,997.4949947091667,40.16666666666666,89.52499999999998,8.226666666666668
donggaocun_aq,17,3,,,,,,,17.666666666666668,997.0566066724896,40.833333333333336,85.09666666666666,8.511666666666667
donggaocun_aq,18,3,,,,,,,17.233333333333334,996.6090968749998,41.333333333333336,84.11166666666666,8.616666666666665
donggaocun_aq,19,3,,,,,,,17.133333333333336,996.3611700556912,41.833333333333336,85.80000000000003,8.366666666666667
donggaocun_aq,20,3,,,,,,,17.299999999999994,996.2871184694172,42.16666666666666,88.13666666666668,8.168333333333335
donggaocun_aq,21,3,,,,,,,17.866666666666664,996.30263125,43.5,88.23833333333332,8.511666666666667
donggaocun_aq,22,3,,,,,,,18.57,996.3383710171444,45.33333333333334,85.49333333333334,9.628333333333336
donggaocun_aq,23,3,,,,,,,19.570000000000004,996.3848943340997,47.66666666666666,85.31666666666666,10.735
donggaocun_aq,0,4,,,,,,,20.481666666666666,996.4477312499997,47.5,92.73000000000002,10.85
donggaocun_aq,1,4,,,,,,,21.435,996.5120311766583,44.66666666666666,113.82833333333332,10.18
donggaocun_aq,2,4,,,,,,,22.296666666666663,996.4814209765939,40.5,142.23833333333334,11.003333333333332
donggaocun_aq,3,4,,,,,,,22.90833333333333,996.239146875,36.833333333333336,162.7483333333333,13.435
donggaocun_aq,4,4,,,,,,,23.21333333333333,995.7187093688146,35.333333333333336,173.63833333333332,15.5
donggaocun_aq,5,4,,,,,,,23.31166666666667,995.0546260419333,36.16666666666666,179.71,16.429999999999996
donggaocun_aq,6,4,,,,,,,23.33333333333333,994.43166875,38.66666666666666,183.265,16.26
donggaocun_aq,7,4,,,,,,,23.27833333333333,993.9947985934544,42.333333333333336,184.83666666666667,15.24
donggaocun_aq,8,4,,,,,,,23.04833333333333,993.7297336519647,46.5,183.36333333333332,13.846666666666666
donggaocun_aq,9,4,,,,,,,22.631666666666664,993.58238125,51.16666666666666,176.82666666666668,12.736666666666665
donggaocun_aq,10,4,,,,,,,22.035,993.5192832944048,54.66666666666666,164.97333333333333,12.683333333333332
donggaocun_aq,11,4,,,,,,,21.076666666666668,993.5895200215062,57.83333333333334,152.84833333333333,13.535000000000002
donggaocun_aq,12,4,,,,,,,19.995,993.8628062499997,61.0,144.07000000000005,14.281666666666665
donggaocun_aq,13,4,,,,,,,18.966666666666665,994.3530108215199,63.83333333333334,138.60333333333332,13.858333333333334
donggaocun_aq,14,4,,,,,,,17.985000000000007,994.850618669423,67.0,133.94000000000003,12.45
donggaocun_aq,15,4,,,,,,,17.03833333333333,995.0902687499997,69.5,127.43,10.711666666666666
donggaocun_aq,16,4,,,,,,,16.36,994.8858150861847,71.66666666666667,116.845,9.371666666666668
donggaocun_aq,17,4,,,,,,,16.168333333333333,994.3679719674707,73.5,103.54,8.709999999999999
donggaocun_aq,18,4,,,,,,,16.061666666666664,993.74666875,75.5,91.06,8.575
donggaocun_aq,19,4,,,,,,,16.008333333333333,993.2046732781924,77.5,82.09666666666666,8.578333333333335
donggaocun_aq,20,4,,,,,,,16.0,992.8161073495837,78.5,77.88666666666667,8.551666666666668
donggaocun_aq,21,4,,,,,,,16.0,992.6279312499997,78.66666666666667,79.65833333333333,8.5
donggaocun_aq,22,4,,,,,,,16.008333333333333,992.6558774492011,76.33333333333333,87.89999999999998,8.56
donggaocun_aq,23,4,,,,,,,17.268333333333334,992.790767152711,72.66666666666667,100.22666666666667,8.555000000000001
dongsi_aq,18,2,73.0,133.0,43.0,75.0,0.6,17.0,18.0,1012.409,32.0,155.37,6.362500000000001
dongsi_aq,19,2,75.0,132.0,41.0,73.0,0.6,11.0,18.0,1012.3129999999999,34.0,147.8025,5.215
dongsi_aq,20,2,76.0,132.0,55.0,77.0,0.6,8.0,18.0,1012.2275750000001,36.0,123.64500000000001,4.2475000000000005
dongsi_aq,21,2,83.0,126.0,35.0,89.0,0.8,8.0,18.8,1012.2962500000001,36.5,112.37750000000001,3.9325
dongsi_aq,22,2,75.0,95.0,5.0,125.0,0.9,7.0,16.25,1012.3213000000001,36.0,117.1025,4.0649999999999995
dongsi_aq,23,2,69.0,121.0,3.0,133.0,1.1,7.0,17.5,1012.7068,33.75,115.1125,4.085
dongsi_aq,0,3,,,,,,,22.04,1012.610896875,31.5,123.575,3.785
dongsi_aq,1,3,,,,,,,23.235,1012.4836154340753,28.5,140.12,3.6325
dongsi_aq,2,3,,,,,,,24.225,1012.1231218708276,25.5,163.865,4.05
dongsi_aq,3,3,,,,,,,25.015,1011.500415625,22.75,182.95,5.3575
dongsi_aq,4,3,,,,,,,25.51,1010.6207639765449,21.25,192.4775,7.1925
dongsi_aq,5,3,,,,,,,26.0,1009.626505566225,20.5,196.395,9.06
dongsi_aq,6,3,,,,,,,25.9,1008.694246875,19.75,197.545,10.6175
dongsi_aq,7,3,,,,,,,25.8,1007.9659530810324,19.75,197.09,11.62
dongsi_aq,8,3,,,,,,,25.7,1007.4450241513077,19.75,195.52,11.9425
dongsi_aq,9,3,,,,,,,25.6,1007.10021875,20.0,192.8875,11.52
dongsi_aq,10,3,,,,,,,24.4,1006.9156143243224,20.75,189.0175,10.35
dongsi_aq,11,3,,,,,,,23.2,1006.9365634535576,21.5,184.6325,8.6925
dongsi_aq,12,3,,,,,,,22.0,1007.2237375,22.5,181.98,6.7825
dongsi_aq,13,3,,,,,,,21.2,1007.7810352235324,24.5,186.5075,4.8275000000000015
dongsi_aq,14,3,,,,,,,20.0,1008.3852649742926,25.5,209.175,3.3075
dongsi_aq,15,3,,,,,,,19.2,1008.7564625,27.5,244.7925,2.8375000000000004
dongsi_aq,16,3,,,,,,,18.6,1008.699354503775,29.25,265.655,2.6625
dongsi_aq,17,3,,,,,,,18.2,1008.357431510385,30.75,290.2525,2.145
dongsi_aq,18,3,,,,,,,18.1,1007.958875,32.5,143.69,1.765
dongsi_aq,19,3,,,,,,,18.0,1007.6891267382147,33.5,140.0975,2.1025
dongsi_aq,20,3,,,,,,,18.6,1007.5626696323152,34.0,117.6925,3.4975
dongsi_aq,21,3,,,,,,,19.2,1007.551246875,34.75,104.455,5.0575
dongsi_aq,22,3,,,,,,,20.01,1007.6227938674353,35.0,92.155,6.267499999999999
dongsi_aq,23,3,,,,,,,21.410000000000004,1007.7300148446176,35.0,85.35499999999998,6.9350000000000005
dongsi_aq,0,4,,,,,,,22.195,1007.82180625,34.25,91.3375,6.5875
dongsi_aq,1,4,,,,,,,22.9475,1007.8480834401925,33.0,120.8225,6.057499999999999
dongsi_aq,2,4,,,,,,,23.5625,1007.7628374244076,32.0,156.13,8.032499999999999
dongsi_aq,3,4,,,,,,,23.93,1007.521078125,32.0,172.485,11.505
dongsi_aq,4,4,,,,,,,24.0,1007.0991807051274,32.75,177.43,14.035
dongsi_aq,5,4,,,,,,,24.0,1006.5589812910948,34.25,178.04000000000005,15.3
dongsi_aq,6,4,,,,,,,24.0,1005.98368125,36.25,176.54000000000005,15.6525
dongsi_aq,7,4,,,,,,,24.0,1005.4498862161473,38.5,173.82,15.505
dongsi_aq,8,4,,,,,,,24.0,1005.0078188926954,40.25,170.42000000000004,15.1575
dongsi_aq,9,4,,,,,,,23.9675,1004.70110625,43.0,167.035,14.842499999999998
dongsi_aq,10,4,,,,,,,23.7275,1004.5697538284276,46.0,164.405,14.695
dongsi_aq,11,4,,,,,,,23.11,1004.6392814483124,49.0,162.45000000000005,14.605
dongsi_aq,12,4,,,,,,,21.9075,1004.9315875,52.0,160.75,14.44
dongsi_aq,13,4,,,,,,,20.7475,1005.4259032155198,54.25,158.85,14.0525
dongsi_aq,14,4,,,,,,,19.625,1005.930791193685,56.25,156.2425,13.2725
dongsi_aq,15,4,,,,,,,18.5325,1006.212146875,57.5,152.03750000000005,11.9525
dongsi_aq,16,4,,,,,,,17.8575,1006.1030260178301,58.5,144.7025,10.105
dongsi_aq,17,4,,,,,,,17.29,1005.7051256519524,59.5,132.7525,8.1975
dongsi_aq,18,4,,,,,,,16.825,1005.187303125,60.0,115.5725,6.7975
dongsi_aq,19,4,,,,,,,16.4525,1004.7040306761224,61.0,96.29,6.2175
dongsi_aq,20,4,,,,,,,16.1725,1004.352240110545,62.25,81.63,6.3225
dongsi_aq,21,4,,,,,,,16.0475,1004.214478125,62.75,76.03999999999998,6.72
dongsi_aq,22,4,,,,,,,16.285,1004.3290700276776,62.25,79.1,7.1475
dongsi_aq,23,4,,,,,,,17.685000000000006,1004.5574555725447,60.25,87.095,7.3450000000000015
dongsihuan_aq,18,2,69.0,182.0,2.0,161.0,0.8,16.0,18.0,1012.409,32.0,155.37,6.362500000000001
dongsihuan_aq,19,2,74.0,188.0,2.0,156.0,0.8,16.0,18.0,1012.3129999999999,34.0,147.8025,5.215
dongsihuan_aq,20,2,83.0,177.0,2.0,150.0,0.9,16.0,18.0,1012.2275750000001,36.0,123.64500000000001,4.2475000000000005
dongsihuan_aq,21,2,88.0,166.0,2.0,157.0,1.0,16.0,18.8,1012.2962500000001,36.5,112.37750000000001,3.9325
dongsihuan_aq,22,2,89.0,165.0,2.0,155.0,1.1,14.0,16.25,1012.3213000000001,36.0,117.1025,4.0649999999999995
dongsihuan_aq,23,2,86.0,158.0,2.0,138.0,1.1,11.0,17.5,1012.7068,33.75,115.1125,4.085
dongsihuan_aq,0,3,,,,,,,22.04,1012.610896875,31.5,123.575,3.785
dongsihuan_aq,1,3,,,,,,,23.235,1012.4836154340753,28.5,140.12,3.6325
dongsihuan_aq,2,3,,,,,,,24.225,1012.1231218708276,25.5,163.865,4.05
dongsihuan_aq,3,3,,,,,,,25.015,1011.500415625,22.75,182.95,5.3575
dongsihuan_aq,4,3,,,,,,,25.51,1010.6207639765449,21.25,192.4775,7.1925
dongsihuan_aq,5,3,,,,,,,26.0,1009.626505566225,20.5,196.395,9.06
dongsihuan_aq,6,3,,,,,,,25.9,1008.694246875,19.75,197.545,10.6175
dongsihuan_aq,7,3,,,,,,,25.8,1007.9659530810324,19.75,197.09,11.62
dongsihuan_aq,8,3,,,,,,,25.7,1007.4450241513077,19.75,195.52,11.9425
dongsihuan_aq,9,3,,,,,,,25.6,1007.10021875,20.0,192.8875,11.52
dongsihuan_aq,10,3,,,,,,,24.4,1006.9156143243224,20.75,189.0175,10.35
dongsihuan_aq,11,3,,,,,,,23.2,1006.9365634535576,21.5,184.6325,8.6925
dongsihuan_aq,12,3,,,,,,,22.0,1007.2237375,22.5,181.98,6.7825
dongsihuan_aq,13,3,,,,,,,21.2,1007.7810352235324,24.5,186.5075,4.8275000000000015
dongsihuan_aq,14,3,,,,,,,20.0,1008.3852649742926,25.5,209.175,3.3075
dongsihuan_aq,15,3,,,,,,,19.2,1008.7564625,27.5,244.7925,2.8375000000000004
dongsihuan_aq,16,3,,,,,,,18.6,1008.699354503775,29.25,265.655,2.6625
dongsihuan_aq,17,3,,,,,,,18.2,1008.357431510385,30.75,290.2525,2.145
dongsihuan_aq,18,3,,,,,,,18.1,1007.958875,32.5,143.69,1.765
dongsihuan_aq,19,3,,,,,,,18.0,1007.6891267382147,33.5,140.0975,2.1025
dongsihuan_aq,20,3,,,,,,,18.6,1007.5626696323152,34.0,117.6925,3.4975
dongsihuan_aq,21,3,,,,,,,19.2,1007.551246875,34.75,104.455,5.0575
dongsihuan_aq,22,3,,,,,,,20.01,1007.6227938674353,35.0,92.155,6.267499999999999
dongsihuan_aq,23,3,,,,,,,21.410000000000004,1007.7300148446176,35.0,85.35499999999998,6.9350000000000005
dongsihuan_aq,0,4,,,,,,,22.195,1007.82180625,34.25,91.3375,6.5875
dongsihuan_aq,1,4,,,,,,,22.9475,1007.8480834401925,33.0,120.8225,6.057499999999999
dongsihuan_aq,2,4,,,,,,,23.5625,1007.7628374244076,32.0,156.13,8.032499999999999
dongsihuan_aq,3,4,,,,,,,23.93,1007.521078125,32.0,172.485,11.505
dongsihuan_aq,4,4,,,,,,,24.0,1007.0991807051274,32.75,177.43,14.035
dongsihuan_aq,5,4,,,,,,,24.0,1006.5589812910948,34.25,178.04000000000005,15.3
dongsihuan_aq,6,4,,,,,,,24.0,1005.98368125,36.25,176.54000000000005,15.6525
dongsihuan_aq,7,4,,,,,,,24.0,1005.4498862161473,38.5,173.82,15.505
dongsihuan_aq,8,4,,,,,,,24.0,1005.0078188926954,40.25,170.42000000000004,15.1575
dongsihuan_aq,9,4,,,,,,,23.9675,1004.70110625,43.0,167.035,14.842499999999998
dongsihuan_aq,10,4,,,,,,,23.7275,1004.5697538284276,46.0,164.405,14.695
dongsihuan_aq,11,4,,,,,,,23.11,1004.6392814483124,49.0,162.45000000000005,14.605
dongsihuan_aq,12,4,,,,,,,21.9075,1004.9315875,52.0,160.75,14.44
dongsihuan_aq,13,4,,,,,,,20.7475,1005.4259032155198,54.25,158.85,14.0525
dongsihuan_aq,14,4,,,,,,,19.625,1005.930791193685,56.25,156.2425,13.2725
dongsihuan_aq,15,4,,,,,,,18.5325,1006.212146875,57.5,152.03750000000005,11.9525
dongsihuan_aq,16,4,,,,,,,17.8575,1006.1030260178301,58.5,144.7025,10.105
dongsihuan_aq,17,4,,,,,,,17.29,1005.7051256519524,59.5,132.7525,8.1975
dongsihuan_aq,18,4,,,,,,,16.825,1005.187303125,60.0,115.5725,6.7975
dongsihuan_aq,19,4,,,,,,,16.4525,1004.7040306761224,61.0,96.29,6.2175
dongsihuan_aq,20,4,,,,,,,16.1725,1004.352240110545,62.25,81.63,6.3225
dongsihuan_aq,21,4,,,,,,,16.0475,1004.214478125,62.75,76.03999999999998,6.72
dongsihuan_aq,22,4,,,,,,,16.285,1004.3290700276776,62.25,79.1,7.1475
dongsihuan_aq,23,4,,,,,,,17.685000000000006,1004.5574555725447,60.25,87.095,7.3450000000000015
fangshan_aq,18,2,70.0,180.0,73.0,66.0,0.8,16.0,18.0,1005.8240999999999,35.75,221.185,8.545
fangshan_aq,19,2,74.0,184.0,70.0,61.0,0.9,22.0,18.0,1004.6577749999999,37.5,222.1525,6.942500000000001
fangshan_aq,20,2,75.0,181.0,2.0,59.0,0.8,14.0,18.0,1004.52505,39.25,225.06,5.3775
fangshan_aq,21,2,78.0,166.0,32.0,98.0,0.9,8.0,18.0,1005.4290000000001,40.25,224.50250000000003,4.0
fangshan_aq,22,2,70.0,192.0,3.0,122.0,0.9,8.0,15.0,1005.2861,38.25,212.2725,3.2175
fangshan_aq,23,2,64.0,182.0,18.0,118.0,0.9,9.0,17.0,1005.1077250000001,35.5,163.21,2.315
fangshan_aq,0,3,,,,,,,22.1,1005.0208,32.5,147.5525,3.1425
fangshan_aq,1,3,,,,,,,23.4,1004.9146452559526,29.5,151.34,4.0825000000000005
fangshan_aq,2,3,,,,,,,25.0,1004.5933799078177,26.75,163.355,5.345
fangshan_aq,3,3,,,,,,,25.0,1004.042178125,24.75,175.51749999999996,7.2075
fangshan_aq,4,3,,,,,,,25.0,1003.2704256884724,23.5,184.3125,9.6525
fangshan_aq,5,3,,,,,,,26.6,1002.3843548255168,22.5,189.58,12.2275
fangshan_aq,6,3,,,,,,,26.8,1001.514409375,21.5,192.2575,14.38
fangshan_aq,7,3,,,,,,,27.0,1000.7740934253508,20.5,193.1475,15.655
fangshan_aq,8,3,,,,,,,26.9,1000.2091520632596,20.25,193.4375,15.990000000000002
fangshan_aq,9,3,,,,,,,26.6,999.8483906249996,19.75,194.15750000000003,15.45
fangshan_aq,10,3,,,,,,,26.1,999.7172427976317,20.5,196.2575,14.142500000000002
fangshan_aq,11,3,,,,,,,25.4,999.8276556714368,22.5,200.135,12.3325
fangshan_aq,12,3,,,,,,,24.1,1000.1882046875,24.75,206.2325,10.34
fangshan_aq,13,3,,,,,,,23.2,1000.7635140878324,27.0,215.255,8.4725
fangshan_aq,14,3,,,,,,,21.9,1001.3424033181262,29.0,228.335,7.012499999999998
fangshan_aq,15,3,,,,,,,21.0,1001.669740625,31.0,244.6325,6.2200000000000015
fangshan_aq,16,3,,,,,,,19.7,1001.5707750408596,33.25,259.39,6.067499999999999
fangshan_aq,17,3,,,,,,,18.8,1001.192278741252,34.75,267.8525,6.022499999999999
fangshan_aq,18,3,,,,,,,18.3,1000.7614046875,36.25,267.6675,5.415
fangshan_aq,19,3,,,,,,,18.2,1000.4621809454892,37.25,253.465,4.0825
fangshan_aq,20,3,,,,,,,18.1,1000.3061359992821,38.25,218.135,3.11
fangshan_aq,21,3,,,,,,,18.0,1000.2616734375,38.25,175.565,3.2875
fangshan_aq,22,3,,,,,,,18.69,1000.2966451007986,37.75,149.795,3.5575
fangshan_aq,23,3,,,,,,,19.86,1000.3766958380064,36.75,138.1175,3.695
fangshan_aq,0,4,,,,,,,20.8025,1000.46691875,35.5,143.1925,4.0575
fangshan_aq,1,4,,,,,,,21.71,1000.5257164869715,34.75,161.70499999999996,5.5725
fangshan_aq,2,4,,,,,,,22.5075,1000.4847298963792,35.0,174.85500000000005,8.3475
fangshan_aq,3,4,,,,,,,23.137500000000006,1000.268909375,35.25,180.4575,11.25
fangshan_aq,4,4,,,,,,,23.565,999.8337760462283,36.25,181.815,13.245
fangshan_aq,5,4,,,,,,,23.825000000000006,999.257133939908,38.0,181.255,14.3375
fangshan_aq,6,4,,,,,,,23.96,998.6473578124996,39.5,179.79250000000005,14.8325
fangshan_aq,7,4,,,,,,,24.0,998.1011864461664,41.5,178.0175,14.9875
fangshan_aq,8,4,,,,,,,23.98,997.6688147259264,43.75,176.29999999999995,14.857500000000002
fangshan_aq,9,4,,,,,,,23.885,997.3888015624997,46.25,174.98250000000004,14.4425
fangshan_aq,10,4,,,,,,,23.625,997.2932543843788,50.25,174.2925,13.7525
fangshan_aq,11,4,,,,,,,22.8725,997.3884746911084,54.0,173.8525,12.8975
fangshan_aq,12,4,,,,,,,21.790000000000006,997.6743125,58.25,173.02249999999995,12.0125
fangshan_aq,13,4,,,,,,,20.765,998.1155685857627,61.0,171.3125,11.195
fangshan_aq,14,4,,,,,,,19.7825,998.5368467526976,63.5,169.47,10.325
fangshan_aq,15,4,,,,,,,18.8275,998.7277015625,65.0,168.8,9.225
fangshan_aq,16,4,,,,,,,17.875,998.5414483559044,66.25,170.72,7.744999999999999
fangshan_aq,17,4,,,,,,,16.9225,998.0864455897706,67.5,175.32,5.945
fangshan_aq,18,4,,,,,,,16.54,997.5348124999997,69.25,182.535,3.9125
fangshan_aq,19,4,,,,,,,16.2575,997.0426643795143,71.5,193.1525,1.795
fangshan_aq,20,4,,,,,,,16.072499999999998,996.7021007493312,72.75,165.32,1.0725
fangshan_aq,21,4,,,,,,,16.0625,996.5892171875,73.25,109.3025,2.225
fangshan_aq,22,4,,,,,,,16.285,996.7358678528927,70.75,47.34,3.245
fangshan_aq,23,4,,,,,,,17.75,996.9969412277144,66.25,72.5625,4.2475000000000005
fengtaihuayuan_aq,18,2,42.0,172.0,74.0,68.0,0.8,20.0,17.75,1009.609825,33.5,201.2575,7.285
fengtaihuayuan_aq,19,2,43.0,165.0,90.0,49.0,0.8,21.0,17.75,1008.7113,35.25,198.885,5.424999999999999
fengtaihuayuan_aq,20,2,44.0,173.0,65.0,55.0,0.8,10.0,17.75,1008.7884750000001,37.0,194.49,3.79
fengtaihuayuan_aq,21,2,44.0,189.0,55.0,60.0,0.8,7.0,18.15,1009.193,38.0,151.5775,2.715
fengtaihuayuan_aq,22,2,45.0,166.0,14.0,109.0,0.9,7.0,15.25,1008.2138499999999,37.0,157.1,2.665
fengtaihuayuan_aq,23,2,52.0,143.0,21.0,107.0,1.1,9.0,17.25,1008.517675,34.5,133.3475,2.9274999999999998
fengtaihuayuan_aq,0,3,,,,,,,22.1075,1007.626240625,31.75,128.2625,2.955
fengtaihuayuan_aq,1,3,,,,,,,23.317500000000006,1007.5176530070577,28.75,137.79000000000002,3.5025
fengtaihuayuan_aq,2,3,,,,,,,24.450000000000006,1007.1866377590125,26.0,154.83,4.355
fengtaihuayuan_aq,3,3,,,,,,,25.0325,1006.6111234375,24.0,170.615,5.9175
fengtaihuayuan_aq,4,3,,,,,,,25.3925,1005.7975102529324,22.5,180.9325,8.1675
fengtaihuayuan_aq,5,3,,,,,,,26.15,1004.8660850307119,21.75,186.505,10.599999999999998
fengtaihuayuan_aq,6,3,,,,,,,26.125,1003.96560625,21.0,189.0725,12.6125
fengtaihuayuan_aq,7,3,,,,,,,26.1,1003.2215047659371,20.25,189.7225,13.75
fengtaihuayuan_aq,8,3,,,,,,,26.0,1002.6659009375909,20.0,189.5675,14.03
fengtaihuayuan_aq,9,3,,,,,,,25.85,1002.3075875000003,20.0,189.4475,13.5825
fengtaihuayuan_aq,10,3,,,,,,,24.825000000000006,1002.1579195259067,20.25,190.135,12.535
fengtaihuayuan_aq,11,3,,,,,,,23.75,1002.2385014388354,21.5,192.36,10.9975
fengtaihuayuan_aq,12,3,,,,,,,22.525,1002.5735,23.5,197.5725,9.1
fengtaihuayuan_aq,13,3,,,,,,,21.7,1003.1398364012672,25.25,208.95,7.1400000000000015
fengtaihuayuan_aq,14,3,,,,,,,20.475,1003.7254495570747,27.25,229.1525,5.7349999999999985
fengtaihuayuan_aq,15,3,,,,,,,19.65,1004.0710328125,29.25,251.4925,5.29
fengtaihuayuan_aq,16,3,,,,,,,18.875,1003.9970838273616,31.25,266.0,5.3125
fengtaihuayuan_aq,17,3,,,,,,,18.35,1003.6433175203786,33.25,272.2425,5.090000000000002
fengtaihuayuan_aq,18,3,,,,,,,18.15,1003.2292531250004,34.75,270.575,4.1925
fengtaihuayuan_aq,19,3,,,,,,,18.05,1002.9342644582704,35.75,253.665,2.6575
fengtaihuayuan_aq,20,3,,,,,,,18.475,1002.7771436716016,36.75,177.3775,1.9325
fengtaihuayuan_aq,21,3,,,,,,,18.9,1002.7365375,36.75,134.66,3.075
fengtaihuayuan_aq,22,3,,,,,,,19.680000000000003,1002.7866572400217,36.75,114.8075,3.995
fengtaihuayuan_aq,23,3,,,,,,,21.0375,1002.883972434419,35.75,104.605,4.5675
fengtaihuayuan_aq,0,4,,,,,,,21.8575,1002.9805171875,35.25,111.5525,4.715
fengtaihuayuan_aq,1,4,,,,,,,22.6225,1003.0262334334996,34.0,140.015,5.4525
fengtaihuayuan_aq,2,4,,,,,,,23.250000000000004,1002.9626944263699,33.75,164.265,8.047500000000001
fengtaihuayuan_aq,3,4,,,,,,,23.685,1002.72938125,33.75,174.67,11.25
fengtaihuayuan_aq,4,4,,,,,,,23.8925,1002.292305438024,34.75,177.54500000000004,13.5575
fengtaihuayuan_aq,5,4,,,,,,,23.9625,1001.7236003230656,36.5,177.3975,14.8375
fengtaihuayuan_aq,6,4,,,,,,,23.9925,1001.1219296875,38.0,176.01749999999996,15.382500000000002
fengtaihuayuan_aq,7,4,,,,,,,24.0,1000.5763514695003,40.0,174.30249999999995,15.47
fengtaihuayuan_aq,8,4,,,,,,,23.9825,1000.1375002304418,42.25,172.59749999999997,15.2475
fengtaihuayuan_aq,9,4,,,,,,,23.905,999.8464046875,44.5,171.1825,14.8325
fengtaihuayuan_aq,10,4,,,,,,,23.615,999.7383886261072,48.25,170.2775,14.305
fengtaihuayuan_aq,11,4,,,,,,,22.9675,999.8259561047096,51.25,169.57,13.7025
fengtaihuayuan_aq,12,4,,,,,,,21.79,1000.11590625,54.75,168.515,13.0625
fengtaihuayuan_aq,13,4,,,,,,,20.665,1000.5776501024623,57.5,166.67,12.39
fengtaihuayuan_aq,14,4,,,,,,,19.5925,1001.0310463576757,59.75,164.285,11.544999999999998
fengtaihuayuan_aq,15,4,,,,,,,18.55,1001.2585656250003,61.0,161.7375,10.3425
fengtaihuayuan_aq,16,4,,,,,,,17.8425,1001.1070488112688,62.0,159.135,8.655
fengtaihuayuan_aq,17,4,,,,,,,17.200000000000006,1000.6808180132043,63.0,155.5125,6.6275
fengtaihuayuan_aq,18,4,,,,,,,16.7575,1000.1485656250003,64.25,148.1225,4.5125
fengtaihuayuan_aq,19,4,,,,,,,16.4025,999.664265879313,65.75,127.405,2.74
fengtaihuayuan_aq,20,4,,,,,,,16.145,999.3230203626556,67.5,74.535,2.4875
fengtaihuayuan_aq,21,4,,,,,,,16.05,999.2052125000004,67.75,59.935,3.565
fengtaihuayuan_aq,22,4,,,,,,,16.2825,999.346128007123,66.25,67.19,4.7125
fengtaihuayuan_aq,23,4,,,,,,,17.705000000000005,999.6006617630217,63.25,79.7675,5.66
guanyuan_aq,18,2,62.0,145.0,50.0,88.0,0.7,14.0,18.0,1009.8298750000001,32.75,160.005,5.0025
guanyuan_aq,19,2,65.0,166.0,54.0,76.0,0.7,19.0,18.0,1009.616925,34.0,148.1825,3.8125000000000004
guanyuan_aq,20,2,65.0,158.0,65.0,55.0,0.8,17.0,18.0,1009.6548750000001,36.0,119.0575,3.0250000000000004
guanyuan_aq,21,2,60.0,125.0,33.0,95.0,0.8,13.0,18.8,1009.6592,36.5,99.42750000000001,2.925
guanyuan_aq,22,2,56.0,127.0,5.0,122.0,1.1,9.0,16.75,1009.74265,36.0,106.6925,3.1475
guanyuan_aq,23,2,56.0,154.0,8.0,118.0,1.2,9.0,18.25,1009.922325,34.0,98.1,3.6175
guanyuan_aq,0,3,,,,,,,22.04,1010.062409375,31.25,107.4775,3.6575
guanyuan_aq,1,3,,,,,,,23.235,1009.9495753827977,28.25,121.75,3.7225
guanyuan_aq,2,3,,,,,,,24.225,1009.6072114610377,25.5,143.0475,4.0575
guanyuan_aq,3,3,,,,,,,25.015,1009.004403125,23.25,163.0725,5.115
guanyuan_aq,4,3,,,,,,,25.51,1008.1439839951926,21.75,176.055,6.8175
guanyuan_aq,5,3,,,,,,,26.0,1007.1637801129901,20.75,183.1,8.712499999999999
guanyuan_aq,6,3,,,,,,,25.9,1006.235365625,20.25,186.5825,10.3675
guanyuan_aq,7,3,,,,,,,25.8,1005.4984787984747,20.0,187.885,11.4675
guanyuan_aq,8,3,,,,,,,25.7,1004.9655143833,20.0,187.86,11.8775
guanyuan_aq,9,3,,,,,,,25.6,1004.61703125,20.0,186.8525,11.5425
guanyuan_aq,10,3,,,,,,,24.4,1004.4449365747951,20.25,185.0425,10.45
guanyuan_aq,11,3,,,,,,,23.2,1004.4865307566,21.25,183.44,8.7625
guanyuan_aq,12,3,,,,,,,22.0,1004.7904625,22.5,184.6125,6.645
guanyuan_aq,13,3,,,,,,,21.2,1005.35187328197,24.25,196.485,4.415
guanyuan_aq,14,3,,,,,,,20.0,1005.9518756690101,25.75,237.12750000000003,3.16
guanyuan_aq,15,3,,,,,,,19.2,1006.318075,27.75,271.26,3.4025
guanyuan_aq,16,3,,,,,,,18.6,1006.2605001584351,29.75,284.685,3.555
guanyuan_aq,17,3,,,,,,,18.2,1005.9188742062524,31.5,291.5850000000001,3.0775
guanyuan_aq,18,3,,,,,,,18.1,1005.51534375,33.5,214.825,2.0675
guanyuan_aq,19,3,,,,,,,18.0,1005.2315685611377,34.75,139.1775,1.4975
guanyuan_aq,20,3,,,,,,,18.6,1005.0872610707927,35.75,109.6925,2.48
guanyuan_aq,21,3,,,,,,,19.2,1005.061646875,36.0,97.02,4.1825
guanyuan_aq,22,3,,,,,,,20.01,1005.1281360136752,36.0,86.905,5.6325
guanyuan_aq,23,3,,,,,,,21.4075,1005.2368763022424,35.75,82.2975,6.505
